"","Loading","PC1.v","PC2.v"
"643","HOXC9",0.015434243,0.004484812
"644","SLITRK1",0.015420337,-0.005343488
"645","MYO3A",0.01542022,0.003371233
"646","DONSON",0.015414503,0.004867602
"647","DBH",0.015395637,0.004522023
"648","NCAPG2",0.015394432,0.004553061
"649","NLRP11",0.015369358,-0.001983243
"650","LRRC7",0.015365689,-0.011404396
"651","KCNH6",0.01534148,-0.023038643
"652","KIAA1524",0.015328118,0.003517595
"653","ZIC3",0.015316297,-0.005380362
"654","KSR2",0.01529661,-0.001762599
"655","MCM4",0.015294466,0.004488685
"656","MYBL1",0.015279434,0.002793702
"657","RXFP3",0.015279428,0.000896449
"658","DNASE1L2",0.01526485,-0.008020177
"659","TRPA1",0.015257178,0.004164229
"660","CTXN2",0.015241047,-0.001183935
"661","ASPDH",0.015219291,0.000903294
"662","RHEBL1",0.015218352,0.01358117
"663","SCG5",0.015193064,0.0006948
"664","MEST",0.015184572,0.00560976
"665","CCDC154",0.015184299,-0.00601003
"666","VAX2",0.015183073,0.000976948
"667","SYNGR3",0.015175256,0.004117372
"668","FBXO5",0.015173031,0.003640677
"669","NETO2",0.01516328,0.012537334
"670","PRSS53",0.015141153,-0.005064446
"671","TP53TG3",0.015066438,0.000625537
"672","YBX2",0.015041675,-0.005491086
"673","CALML3",0.015039329,-0.021577583
"674","ACYP1",0.015031462,0.000874894
"675","AGBL4",0.015030285,-0.000415094
"676","GOLGA7B",0.015006771,0.012360309
"677","CDH24",0.014988756,0.004057304
"678","UMODL1",0.014970702,0.005646345
"679","ANKRD34B",0.014962153,-0.00256128
"680","CNTN2",0.014939143,-0.014794985
"681","MCM2",0.014930718,0.002581308
"682","LHFPL4",0.014922722,-0.006749545
"683","HIST1H3G",0.01492065,0.001523964
"684","ZGRF1",0.014887474,0.001173216
"685","TACC3",0.014877874,0.010481697
"686","SRPK3",0.014869164,-0.011439729
"687","CPT1C",0.014863681,-0.000135015
"688","GBX2",0.014844349,0.004621039
"689","CEL",0.014807429,-0.009923807
"690","DDX11",0.014795774,0.00108078
"691","WASF1",0.014767857,-0.001921947
"692","PSRC1",0.014764154,0.001039388
"693","IL17REL",0.014747575,0.001641643
"694","HOXD11",0.014747518,-0.029365693
"695","TOX3",0.014742585,0.004332745
"696","MURC",0.014737296,0.002389746
"697","KCND2",0.014731153,0.007734765
"698","LHX3",0.014727641,-0.000396141
"699","POU6F2",0.014724839,0.003186638
"700","DPYSL4",0.014721068,-0.015472804
"701","SLC12A5",0.014715013,0.007434232
"702","MAGED4",0.014713956,-0.007441185
"703","CEP152",0.014688731,0.002855169
"704","HMGB2",0.01468605,0.004096561
"705","C21orf58",0.014685476,0.002021973
"706","CYP2D7",0.014671101,-0.001132121
"707","GDF1",0.014670384,-0.005139454
"708","DCLK3",0.014659063,0.00610202
"709","MEP1B",0.014624659,0.000101778
"710","UBE2QL1",0.014622854,-0.01870331
"711","RAD51",0.014621202,0.007204443
"712","SH3GL2",0.01459095,-0.007544366
"713","NEB",0.014586816,-0.010062821
"714","KCTD19",0.014584713,0.009871771
"715","RAB26",0.014580614,-0.015308526
"716","TMSB15A",0.014578069,-0.013768753
"717","ANKLE1",0.014558217,0.002982943
"718","CHD5",0.014549664,-0.020505044
"719","SLC38A8",0.014523863,0.005614257
"720","SV2A",0.014520982,-0.001968506
"721","TCF24",0.014519362,0.002079208
"722","CCDC14",0.014515574,0.001564102
"723","DSCC1",0.014487157,0.003573949
"724","WDHD1",0.014475097,0.006387141
"725","DNAJC12",0.014453914,-0.004493548
"726","RIBC2",0.0144526,0.003559295
"727","CACNG5",0.014448912,0.002499457
"728","ASB15",0.014448502,-0.002670036
"729","SLC44A5",0.014436609,0.004447741
"730","PRR36",0.014424903,-0.001914331
"731","MCOLN3",0.014416821,0.012121909
"732","KRT83",0.01440641,0.001900771
"733","KRTAP5-1",0.014404161,0.004397196
"734","PACSIN1",0.014401133,-0.008182746
"735","JAKMIP2",0.014381275,0.011193919
"736","CCNA1",0.014372166,0.015368837
"737","MUC19",0.014367852,0.00108979
"738","DISP2",0.01436541,-0.000150718
"739","KCNH3",0.014364806,-0.000408049
"740","GINS4",0.014344972,0.005759705
"741","MED12L",0.014331067,-0.012273706
"742","BRICD5",0.014314532,-2.52e-05
"743","RMI2",0.014294629,0.005887784
"744","MAPK8IP2",0.014288283,-0.005394794
"745","HIST1H4E",0.014260086,-0.009334299
"746","CABYR",0.014259202,0.000589916
"747","HOXD3",0.014257954,-0.010964548
"748","TONSL",0.014243531,0.001800632
"749","ONECUT1",0.014207897,0.007497742
"750","SIX6",0.014193163,-0.011617747
"751","YJEFN3",0.01418947,-0.004599776
"752","SLC38A3",0.014181113,-0.006720588
"753","SLC10A4",0.014163139,0.011639496
"754","COCH",0.014161844,-0.019006857
"755","RHBDL3",0.0141177,-0.012077865
"756","ABCC8",0.014084361,-0.017724131
"757","CELF5",0.014083433,-0.007814714
"758","SYT1",0.014072321,-0.010460756
"759","WDR76",0.014052567,0.004805434
"760","NKX2-4",0.014052021,0.001281826
"761","PCSK2",0.014046716,0.004813105
"762","TET1",0.014040426,-0.004693414
"763","KLF1",0.014036574,0.004742921
"764","TNNT1",0.014019614,0.016425236
"765","GPR173",0.013990943,-0.001905415
"766","KIF24",0.013984701,0.003581682
"767","HIST1H4I",0.013972404,-0.001011417
"768","SLC17A4",0.013971348,-0.007782649
"769","CCER2",0.013969044,-0.0034514
"770","KPNA2",0.013950236,0.009725485
"771","NPHS1",0.013945687,0.006673479
"772","ZFP69B",0.013934551,0.001478425
"773","CCNF",0.013933237,0.001273732
"774","CHRNA5",0.013928261,-0.003507814
"775","CFHR3",0.013909753,0.007893635
"776","PDXP",0.013909638,-0.000694959
"777","EML6",0.013908851,-0.005396379
"778","SLC24A2",0.013907623,-0.002771902
"779","AIRE",0.013895483,-0.000633489
"780","C19orf57",0.013892758,-0.001208747
"781","PNMA5",0.013891205,0.003460394
"782","ATP4B",0.01388716,0.002016625
"783","MAGEA9B",0.013875588,0.002627494
"784","CHEK1",0.013873326,0.000169746
"785","MTBP",0.013867138,0.002355777
"786","ZNF726",0.013854661,-0.000727587
"787","CXXC4",0.013835423,0.003159561
"788","USH2A",0.013833549,-0.003743098
"789","OTOF",0.01382607,0.005842898
"790","GOLGA8A",0.013819435,0.001687973
"791","FAM83D",0.013815643,-0.002078215
"792","NR0B2",0.013809655,0.023834946
"793","THEG",0.013801505,-0.008486047
"794","SMC4",0.013797052,0.007963504
"795","LRRC53",0.01379522,-0.000226589
"796","RPRML",0.013787429,0.001463309
"797","C2orf70",0.013776431,-0.003441665
"798","BRCA1",0.013775794,0.004282793
"799","ZYG11A",0.013761543,-0.011098971
"800","MEIOB",0.013756686,0.003723223
"801","B4GALNT1",0.013751614,-0.007669895
"802","AKR7A3",0.013734772,0.001874213
"803","STRC",0.013717971,-0.009248425
"804","C20orf203",0.013702095,-0.00402828
"805","RPRM",0.013690212,-0.014122896
"806","CTSV",0.013679118,0.003852334
"807","ANKRD36C",0.01367849,-0.000323784
"808","RPS6KL1",0.013671736,-0.003119531
"809","EEF1A2",0.013660897,-0.020216701
"810","CENPW",0.013643409,0.005246773
"811","FRMPD1",0.013636935,-0.004416568
"812","SPTB",0.013632937,0.007221631
"813","TCF19",0.0136325,0.002447955
"814","SLC4A8",0.013613251,0.007633412
"815","FEZF1",0.013597909,0.009887886
"816","CCDC18",0.013577859,0.00619798
"817","ZIC1",0.013556654,-0.000975317
"818","KCNN1",0.013533112,-0.005365186
"819","ANKRD18A",0.013527237,-0.00556648
"820","SST",0.013513023,-0.005176067
"821","HOXD10",0.013492226,-0.024857598
"822","ADAM12",0.013482199,0.014636525
"823","ATP8A2",0.013477285,0.00874044
"824","CCKBR",0.013466379,-0.014232295
"825","CKAP2",0.013439244,0.003616414
"826","PCK1",0.013428073,-0.000941283
"827","PGBD5",0.013420264,0.004279339
"828","CENPV",0.013416053,-0.001325838
"829","HMGB3",0.013377966,0.009015512
"830","FAM24B",0.013372531,0.003759882
"831","TNFRSF13C",0.013367496,0.006210962
"832","CPA2",0.013352378,0.000513833
"833","IL23A",0.013326761,0.006038412
"834","BRCA2",0.013312232,0.009034479
"835","C1QL2",0.013311067,0.007947509
"836","TENM4",0.013301845,0.005659933
"837","MYCN",0.013300601,0.00684879
"838","STAG3",0.013299766,0.004379204
"839","NPPB",0.013286535,0.002526868
"840","KCNQ2",0.013268655,-0.017507542
"841","C5orf34",0.013239236,-0.002142263
"842","HIST1H3F",0.013238996,-0.001638291
"843","GGH",0.013221027,0.009436037
"844","CCDC168",0.013189168,-0.002333509
"845","DDIAS",0.013181576,0.012183851
"846","RNASEH2A",0.013180285,0.004683906
"847","SLC9A3",0.013170324,-0.006823291
"848","NPW",0.013169541,0.003735471
"849","ATAD2",0.013160758,-0.001714356
"850","CA10",0.013148696,-0.002809091
"851","SLC26A10",0.013142144,-0.007706208
"852","CA8",0.013133912,0.001716141
"853","EPHA10",0.013116808,-0.001932532
"854","MANEAL",0.013110068,-0.000335439
"855","CHAF1B",0.013109043,0.000775236
"856","LCT",0.013108349,0.00786853
"857","C17orf53",0.013101614,0.005442323
"858","FMN2",0.013094684,-0.011344922
"859","ELOVL4",0.013094368,-0.015729549
"860","LRRIQ4",0.01309028,0.003531439
"861","RGS20",0.013072966,0.011097245
"862","FLRT1",0.013070748,-0.014386967
"863","COL11A2",0.013063465,-0.002593131
"864","ADGRB2",0.013061812,-0.007402741
"865","ADCY1",0.01305515,-0.006835165
"866","KCNJ4",0.013048897,0.000520827
"867","SRCIN1",0.013048022,-0.001945458
"868","HIST1H2AL",0.013045507,-0.001182372
"869","C3orf30",0.013043255,0.00423437
"870","AVP",0.01303447,0.002505011
"871","RNF157",0.013025015,-0.004145471
"872","HIST1H1D",0.013018659,-0.005923327
"873","WBSCR28",0.013012479,0.00698773
"874","DNER",0.013012169,-0.005048599
"875","SLC36A4",0.013000529,0.004728882
"876","ANKRD36",0.012999734,-0.001894066
"877","RBFOX1",0.012996392,-0.018839048
"878","FAM222A",0.012995894,-0.002923603
"879","LYG1",0.012991311,0.001301518
"880","TAL2",0.012985545,-0.000631788
"881","MTCL1",0.012981758,-0.001964889
"882","CNGA3",0.012956346,0.012604044
"883","KCNAB3",0.012931057,0.000634694
"884","UQCRHL",0.012926907,-0.000219732
"885","KIFC2",0.012902026,-0.003376141
"886","ECEL1",0.01288489,0.003251479
"887","MYO18B",0.012879781,-0.008864235
"888","SLC7A9",0.012875432,-0.002833211
"889","UTS2R",0.012872898,0.002656077
"890","CDH7",0.012864929,-0.023730898
"891","MEGF11",0.012862686,0.009951252
"892","HIST1H2AM",0.012862056,-0.007144001
"893","GCK",0.012836845,-0.003554327
"894","BAALC",0.012822273,0.015339648
"895","KIAA1211",0.012815892,-0.00137908
"896","MAGED4B",0.012811342,-0.00448793
"897","DNM1",0.012806109,0.000358183
"898","AHSG",0.012802992,0.000359582
"899","ZCCHC18",0.012795813,-0.002538799
"900","HCN4",0.012781379,-0.002256596
"901","KREMEN2",0.012776663,-0.013420705
"902","FAM161A",0.012767111,0.000911567
"903","CKS2",0.012757742,0.006896625
"904","SALL3",0.012747892,-0.027798229
"905","C18orf54",0.012741538,0.005195218
"906","BMP8A",0.012737621,-0.002700206
"907","TMEM169",0.012729357,0.003595037
"908","HIST2H3C",0.012725244,-0.00785712
"909","SNAP91",0.012725182,-0.027812314
"910","NKX3-2",0.012725027,-0.007744767
"911","HIST2H3A",0.012720373,-0.007905344
"912","PSAT1",0.012719236,-0.008187538
"913","HIST1H2BL",0.012704084,-0.0051118
"914","SPTBN4",0.012702821,-0.013749541
"915","ATP6V1G2",0.012698745,-0.006057438
"916","HIST1H1E",0.012697579,-0.010634664
"917","LHX5",0.012691381,0.0039853
"918","TMPO",0.012684414,0.004628851
"919","LGSN",0.01268348,0.017035646
"920","ADGRD2",0.012671713,-0.01285106
"921","CCDC34",0.012669288,-0.000526442
"922","SPERT",0.012653251,0.006022886
"923","DSCAML1",0.012637802,0.006316673
"924","C1QL4",0.012610921,-0.005974691
"925","HIST1H2AG",0.012610541,-0.010533244
"926","PSMC3IP",0.012608603,-8.29e-05
"927","CEP85",0.012603363,0.005541581
"928","CENPH",0.012574421,0.003276027
"929","BSND",0.012567812,-0.004393969
"930","HOXB6",0.01256515,0.011900043
"931","ALLC",0.012563834,-0.004023181
"932","C4orf48",0.01255986,0.00887333
"933","SKP2",0.012546338,0.002439187
"934","TSHR",0.012541501,-0.000275288
"935","MYO19",0.01253996,0.0036352
"936","PAQR9",0.012536797,-0.000220333
"937","MPHOSPH9",0.012504349,-2.85e-05
"938","FIGNL1",0.012503318,0.001329466
"939","TCTE3",0.012503311,-0.003037739
"940","PROKR1",0.01249839,-0.002846593
"941","CPT1B",0.012493322,-0.002366356
"942","ANKRD13B",0.012491007,-0.00265676
"943","ERAS",0.012489266,-0.001300174
"944","GNB3",0.012481065,-0.005709512
"945","FAM131C",0.012452993,-0.003698587
"946","CUZD1",0.012448637,0.002327878
"947","FGF9",0.012439538,0.011987488
"948","FAM166A",0.01242128,-0.001303097
"949","CLGN",0.012419403,-0.01920021
"950","KIAA0319",0.012404909,0.005104382
"951","SMCO2",0.012402859,0.005889964
"952","SMC2",0.012401791,0.002495066
"953","SPDL1",0.012396064,0.002887773
"954","GABRR2",0.012395374,0.000214713
"955","TBX15",0.012394543,0.010773727
"956","MAGEA10",0.012385507,0.002445986
"957","PSD",0.012379824,-0.002835119
"958","RIMKLA",0.012374004,0.005446959
"959","HOXB3",0.012357001,0.00030205
"960","FBXW12",0.012353029,-0.003879415
"961","SMPD3",0.012352018,-0.003340103
"962","LY6G5B",0.012343475,0.004403214
"963","MGAT4C",0.012339832,-0.006088449
"964","CYP2D6",0.012337549,0.000574555
"965","ENO2",0.012335549,0.004619116
"966","GABRQ",0.012332225,-0.018549716
"967","IGSF9",0.012330563,-0.007663211
"968","SIX1",0.012326285,-0.00856192
"969","TMEM132A",0.012312554,0.002034961
"970","GABRA3",0.012299732,-0.008904338
"971","PODXL2",0.01226584,-0.008404831
"972","CEP72",0.012242062,0.003096664
"973","PHGR1",0.012238055,-0.011085452
"974","COL10A1",0.012234925,0.01932387
"975","FBXO41",0.012231549,-0.00226216
"976","PRKCG",0.012226596,0.002355378
"977","RAD54B",0.012207121,-0.000533465
"978","NPIPA2",0.012196316,-9.72e-05
"979","ZIC4",0.012195411,0.000694873
"980","SLC7A11",0.012194977,0.005265899
"981","WNK3",0.012192912,-0.015449991
"982","ASNS",0.012187063,-0.000264146
"983","FEN1",0.012179018,0.003748535
"984","ANKRD36B",0.012178027,-0.001578228
"985","CCDC129",0.012170483,-0.000261681
"986","OVOL3",0.012168822,0.002806685
"987","SOWAHA",0.012162632,-0.020155482
"988","CHRNA1",0.012148179,0.013665147
"989","GLDC",0.012145446,0.004856118
"990","WDR27",0.012134866,-0.00150697
"991","KLHL14",0.012131375,-0.010061724
"992","HOXD13",0.012129797,-0.03727915
"993","AVPR1B",0.012129338,-0.001077346
"994","CERS1",0.012123395,-0.009170027
"995","SPIN4",0.01211718,0.002298814
"996","GDAP1",0.012110794,-0.004357702
"997","TP73",0.012106884,-0.002717699
"998","MCF2L2",0.01210192,-0.001531222
"999","DPY19L2",0.012096873,-0.014874151
"1000","CA5A",0.012095215,0.003987111
"1001","STRIP2",0.012088817,0.005251343
"1002","PNMA6A",0.012074809,0.005624287
"1003","USP49",0.012070812,0.000875854
"1004","LIG1",0.012067166,0.001946359
"1005","GUCA1A",0.012063226,0.006433136
"1006","TMCC2",0.012043559,0.006393557
"1007","GRIK5",0.012043347,-0.016023981
"1008","ABLIM2",0.012041667,0.006020253
"1009","CDKN2D",0.012028633,0.00532639
"1010","LHX4",0.012021645,0.002348759
"1011","ASPHD1",0.012016831,0.001281615
"1012","PIDD1",0.01201622,-0.001851596
"1013","SPAG11B",0.012014653,-0.004335637
"1014","CHD7",0.012014462,0.002223726
"1015","AQP12B",0.01200465,-5.93e-05
"1016","DBF4",0.012004036,0.003161668
"1017","HIST1H2AH",0.011990959,-0.001772821
"1018","CYB561D2",0.011988368,-0.015213752
"1019","TUBB8",0.011973906,0.003305929
"1020","NPTX2",0.011963302,-0.008736426
"1021","SLC16A8",0.011948885,-0.008025262
"1022","RAB39B",0.01194468,-0.006342873
"1023","STK32A",0.011943517,0.00958278
"1024","SYT2",0.011941212,0.000779433
"1025","SPP1",0.011940814,0.013951459
"1026","FAM196A",0.011940521,-0.00644121
"1027","CDHR2",0.011927316,0.003858222
"1028","CRHR1",0.011920367,-0.017947514
"1029","EFR3B",0.011919997,0.011430673
"1030","HYLS1",0.011918258,-0.002214704
"1031","FAM83F",0.011917398,-0.023000711
"1032","MARK1",0.01190239,-0.005292454
"1033","TP53TG3B",0.011901666,0.001039293
"1034","NYAP1",0.011891749,-0.01103067
"1035","HIST1H4C",0.011889459,-0.004264569
"1036","HIST1H3J",0.011886993,5.16e-05
"1037","HOXB7",0.011873441,0.005151337
"1038","PILRB",0.011873037,-0.003223389
"1039","CNPY1",0.011868365,0.000574032
"1040","WEE2",0.011864065,0.001558765
"1041","SAP25",0.011860124,0.004906604
"1042","ZNF519",0.011859935,-0.003011238
"1043","CENPL",0.011846335,0.004242837
"1044","HPDL",0.011845912,-0.004129945
"1045","KCNG3",0.01184072,0.000847258
"1046","MT3",0.011816101,-0.007357014
"1047","ZNF850",0.011810531,-0.002168876
"1048","TMEM196",0.011807562,-0.006651461
"1049","RNF186",0.011806371,-0.002561709
"1050","PCNA",0.011802314,0.004164718
"1051","SOX4",0.011799992,0.004613617
"1052","MCM8",0.01179983,-0.000917104
"1053","EPHA7",0.011793899,-0.025743339
"1054","MMP16",0.011791615,-0.007033471
"1055","CDH12",0.011788239,-0.001901257
"1056","SAPCD1",0.011768741,-0.000593523
"1057","CENPO",0.011757789,0.004373895
"1058","LINGO1",0.011754692,-0.004520635
"1059","SPDYA",0.011749196,-0.000826617
"1060","CPA4",0.011747736,-7.88e-05
"1061","WDR72",0.011744983,0.00858971899999999
"1062","NRIP3",0.011741394,0.006080339
"1063","PAX3",0.011736065,-0.007085409
"1064","JSRP1",0.011731561,0.010498732
"1065","MAP7D2",0.011725409,-0.002435542
"1066","CEACAM5",0.011724765,0.030498395
"1067","MC4R",0.011721114,0.003692344
"1068","YPEL1",0.011693095,0.00503681
"1069","PRR7",0.011682535,0.000650363
"1070","SLC6A3",0.011665752,0.008971647
"1071","CDCA4",0.011658328,0.003867831
"1072","BMP8B",0.011656349,0.000395277
"1073","ZNF878",0.011655119,0.000852302
"1074","GEN1",0.011640914,0.001421924
"1075","ABCA12",0.011629495,0.005498397
"1076","GFI1",0.011614216,0.008680496
"1077","POLE",0.011613772,-0.001008607
"1078","CACNG2",0.011613103,0.000323727
"1079","SCAMP5",0.0115953,-0.003026529
"1080","DBF4B",0.011593835,-0.000573979
"1081","MMS22L",0.011592278,0.001467282
"1082","RFC3",0.011575018,0.002075807
"1083","FSD1L",0.011562537,0.001555411
"1084","MYEF2",0.011560542,-0.003684963
"1085","GPR61",0.011558426,-0.004236621
"1086","C1orf112",0.011544458,0.002031806
"1087","GRIK2",0.011532985,-0.012746705
"1088","PROC",0.011522903,0.003537983
"1089","LIN28A",0.011520916,-0.000171775
"1090","MIOX",0.011504198,-0.000363298
"1091","KIAA0895L",0.011499509,-0.001049468
"1092","MCM7",0.011487551,0.002655479
"1093","KCNK17",0.011477138,0.014727763
"1094","RASSF6",0.011475369,-0.006992101
"1095","KIF21B",0.011461094,0.009549625
"1096","TMEM200C",0.011460767,0.002544373
"1097","TMPRSS6",0.011456178,0.015385297
"1098","VAT1L",0.01145238,0.004457178
"1099","ZC3HAV1L",0.011451368,0.000793533
"1100","IL17RB",0.011444172,0.00084815
"1101","TCP11X1",0.011442517,0.002607678
"1102","SLC29A4",0.011438826,-0.003115389
"1103","B3GAT2",0.011426942,-0.001271072
"1104","C6orf141",0.011424663,0.008898491
"1105","TRAIP",0.011420591,0.00096234
"1106","C4orf50",0.011419984,-0.005225782
"1107","ARNTL2",0.01141871,0.010945715
"1108","HIST1H2BG",0.011416839,-0.019686847
"1109","PLEKHG5",0.011395541,4.57e-05
"1110","ALX4",0.011392079,-0.009102785
"1111","DNMT1",0.011385203,0.005092788
"1112","ZNF300",0.011367912,-0.005001486
"1113","APOBEC3B",0.011364491,0.012226177
"1114","ANKRD18B",0.011362907,-0.012311304
"1115","INCENP",0.011349335,0.002901322
"1116","CDC25B",0.011348673,0.011712978
"1117","WDR90",0.011348476,-0.000976203
"1118","DNAH14",0.011334504,-0.000487874
"1119","H2AFX",0.011333018,0.003528815
"1120","SLC6A15",0.011327871,-0.00749983
"1121","NYAP2",0.01132565,0.019359082
"1122","TTC9B",0.011320984,-0.001770839
"1123","STMN3",0.01131766,-0.002201307
"1124","RGS4",0.011308615,-0.000299444
"1125","TMEM198",0.011308232,-0.005280843
"1126","ADARB2",0.011305837,-0.003167335
"1127","UBL4B",0.011304361,0.000683111
"1128","KCNIP2",0.0112891,0.001185334
"1129","LRP8",0.011285365,0.006895323
"1130","NOVA1",0.011280188,-0.007135325
"1131","NECAB2",0.011265355,0.003991558
"1132","CBFA2T2",0.011260328,-0.005690104
"1133","FAM227A",0.01125403,0.001894843
"1134","NUP62CL",0.011244588,0.003458456
"1135","SCX",0.011238869,0.001284191
"1136","SIX4",0.011234012,-0.004551243
"1137","FAM171B",0.011230441,-0.003661789
"1138","GNRH2",0.011227358,-0.007930548
"1139","ZNF93",0.011225205,-0.001249474
"1140","RHPN1",0.011218402,-8.08e-05
"1141","NEUROG1",0.011214486,0.001207261
"1142","STRA6",0.01120352,-0.00725224
"1143","LYG2",0.011201696,-0.000237165
"1144","KCNH4",0.01120081,-0.005788499
"1145","LTB4R2",0.011196957,-0.000466644
"1146","WNK2",0.011196502,-0.023260854
"1147","NPAS4",0.01119017,-0.012908692
"1148","KCNH2",0.01118976,-0.012999762
"1149","CLEC18B",0.011188659,-0.004541778
"1150","BARHL1",0.011188318,-0.00112942
"1151","FANCG",0.011158629,0.000592331
"1152","TEX19",0.011154846,0.00386717
"1153","PCBP3",0.011144483,0.003455229
"1154","ADAMDEC1",0.011143325,0.012535005
"1155","NMNAT2",0.01112599,0.009262981
"1156","PCDH19",0.0110847,-0.003713235
"1157","SCGB1D2",0.011084454,-0.028262995
"1158","PROZ",0.011078359,-0.004349166
"1159","PDK1",0.01107242,0.001247133
"1160","FANCL",0.011062277,0.000102586
"1161","LRRC66",0.011053148,0.000698636
"1162","NKX2-5",0.011051903,0.000861785
"1163","GAL",0.011021739,-0.00545626
"1164","SPRED3",0.011012853,-0.000794505
