Sample,Relative_Sensitivity_Score,type
TCGA.29.1778.01,1.758888367,OV
TCGA.29.1690.01,2.396372926,OV
TCGA.36.1570.01,1.852549283,OV
TCGA.24.2289.01,1.976588363,OV
TCGA.09.0364.01,0.324090881,OV
TCGA.61.1910.01,1.688801788,OV
TCGA.24.1843.01,2.137919462,OV
TCGA.04.1362.01,2.340526637,OV
TCGA.31.1956.01,2.177715928,OV
TCGA.29.1784.01,1.954030794,OV
TCGA.61.2008.01,1.299739195,OV
TCGA.30.1891.01,2.300174683,OV
TCGA.59.A5PD.01,2.092041245,OV
TCGA.25.1328.01,1.017481861,OV
TCGA.24.1842.01,2.402606707,OV
TCGA.5X.AA5U.01,0.512239262,OV
TCGA.29.1783.01,2.000232985,OV
TCGA.09.1670.01,2.017452782,OV
TCGA.61.2008.02,1.989588133,OV
TCGA.36.1581.01,1.632957101,OV
TCGA.24.1551.01,2.172123699,OV
TCGA.24.1567.01,1.878745355,OV
TCGA.24.1604.01,2.258666553,OV
TCGA.61.2012.01,1.994052797,OV
TCGA.23.1114.01,1.160040716,OV
TCGA.59.2352.01,1.289493527,OV
TCGA.24.2271.01,1.559857843,OV
TCGA.61.1918.01,2.035444176,OV
TCGA.29.A5NZ.01,0.500192129,OV
TCGA.24.2026.01,1.402827607,OV
TCGA.25.1322.01,1.630181729,OV
TCGA.09.1659.01,1.969980151,OV
TCGA.59.2355.01,2.537071364,OV
TCGA.29.1785.01,2.996383226,OV
TCGA.25.1321.01,2.203106288,OV
TCGA.HV.A5A5.01,1.450050333,PAAD
TCGA.XN.A8T3.01,1.736679803,PAAD
TCGA.HV.A5A4.01,1.641777247,PAAD
TCGA.2J.AABE.01,1.842685867,PAAD
TCGA.HZ.A9TJ.01,2.480571936,PAAD
TCGA.IB.A6UF.01,2.915324326,PAAD
TCGA.HZ.7925.01,1.472331052,PAAD
TCGA.IB.7891.01,1.343939237,PAAD
TCGA.FB.AAQ0.01,3.060786479,PAAD
TCGA.HZ.7924.01,1.405692164,PAAD
TCGA.2J.AABO.01,1.986541714,PAAD
TCGA.HZ.7919.01,2.010068676,PAAD
TCGA.3A.A9IV.01,-1.780331298,PAAD
TCGA.HV.A7OP.01,1.167517042,PAAD
TCGA.2J.AABK.01,1.174407339,PAAD
TCGA.HZ.7920.01,0.272139272,PAAD
TCGA.XD.AAUI.01,1.763919493,PAAD
TCGA.IB.7897.01,0.08112326,PAAD
TCGA.F2.7276.01,1.199980093,PAAD
TCGA.3A.A9IR.01,-1.699489394,PAAD
TCGA.HZ.A9TJ.06,1.16363547,PAAD
TCGA.2L.AAQM.01,-1.953024115,PAAD
TCGA.Z5.AAPL.01,2.129615801,PAAD
TCGA.HZ.7923.01,0.658846304,PAAD
TCGA.2J.AAB9.01,2.371642136,PAAD
TCGA.IB.AAUW.01,1.067889919,PAAD
TCGA.2L.AAQL.01,1.76865043,PAAD
TCGA.F2.A7TX.01,2.213952977,PAAD
TCGA.2J.AABR.01,1.963627063,PAAD
TCGA.HV.AA8X.01,2.404076166,PAAD
TCGA.HZ.8519.01,-0.46039263,PAAD
TCGA.IB.A5SS.01,2.866375667,PAAD
TCGA.HZ.8317.01,2.15991591,PAAD
TCGA.3E.AAAY.01,1.439810016,PAAD
TCGA.FB.A5VM.01,2.539503529,PAAD
TCGA.3A.A9I9.01,1.580351744,PAAD
TCGA.HZ.8002.01,1.14406883,PAAD
TCGA.HZ.A49I.01,2.186950428,PAAD
TCGA.S4.A8RM.01,1.486058727,PAAD
TCGA.F2.A8YN.01,2.537047828,PAAD
TCGA.F2.A44H.01,1.225657888,PAAD
TCGA.IB.AAUV.01,0.764962718,PAAD
TCGA.HZ.7926.01,2.447233196,PAAD
TCGA.US.A779.01,1.906528104,PAAD
TCGA.IB.AAUO.01,3.276432425,PAAD
TCGA.3A.A9IX.01,1.390304167,PAAD
TCGA.IB.A5ST.01,1.759043332,PAAD
TCGA.IB.7649.01,1.572056696,PAAD
TCGA.XD.AAUL.01,2.639328905,PAAD
TCGA.RL.AAAS.01,1.809468612,PAAD
TCGA.HZ.A77Q.01,2.434326784,PAAD
TCGA.IB.7889.01,2.485807314,PAAD
TCGA.US.A77G.01,2.32021786,PAAD
TCGA.XN.A8T5.01,1.065307721,PAAD
TCGA.HZ.A49G.01,1.380534574,PAAD
TCGA.FB.A4P6.01,1.301546381,PAAD
TCGA.3A.A9IO.01,-1.282995809,PAAD
TCGA.HZ.A8P1.01,1.980297894,PAAD
TCGA.H6.8124.01,2.598139219,PAAD
TCGA.IB.7646.01,2.678027908,PAAD
TCGA.FB.AAQ3.01,3.022312937,PAAD
TCGA.HZ.7289.01,1.889224112,PAAD
TCGA.IB.AAUM.01,1.058244733,PAAD
TCGA.3A.A9J0.01,2.349604766,PAAD
TCGA.2J.AABA.01,2.498467145,PAAD
TCGA.HZ.7918.01,1.201632724,PAAD
TCGA.3A.A9IJ.01,-1.773111157,PAAD
TCGA.XD.AAUG.01,0.595139259,PAAD
TCGA.2J.AABI.01,3.414664426,PAAD
TCGA.IB.A6UG.01,2.644428868,PAAD
TCGA.3A.A9IZ.01,2.858958809,PAAD
TCGA.S4.A8RO.01,2.103613331,PAAD
TCGA.YB.A89D.01,1.390371755,PAAD
TCGA.3A.A9IB.01,2.587133655,PAAD
TCGA.IB.7651.01,1.998555703,PAAD
TCGA.YY.A8LH.01,2.658850479,PAAD
TCGA.H8.A6C1.01,2.062417592,PAAD
TCGA.HV.AA8V.01,1.841912827,PAAD
TCGA.2J.AAB1.01,2.011737579,PAAD
TCGA.FB.A545.01,2.419824751,PAAD
TCGA.FB.AAPQ.01,1.484870701,PAAD
TCGA.2L.AAQJ.01,2.622502563,PAAD
TCGA.IB.7654.01,1.466005502,PAAD
TCGA.IB.AAUU.01,2.206865172,PAAD
TCGA.2J.AABU.01,3.042767172,PAAD
TCGA.3A.A9IH.01,2.307286524,PAAD
TCGA.L1.A7W4.01,2.832143874,PAAD
TCGA.3A.A9IU.01,2.703348428,PAAD
TCGA.YH.A8SY.01,2.489468576,PAAD
TCGA.IB.AAUQ.01,1.828889102,PAAD
TCGA.HZ.A77P.01,1.16203634,PAAD
TCGA.3A.A9IC.01,2.461226848,PAAD
TCGA.LB.A7SX.01,1.967950025,PAAD
TCGA.FB.AAPS.01,1.471306498,PAAD
TCGA.HZ.A8P0.01,2.105792731,PAAD
TCGA.FB.AAPU.01,2.077879483,PAAD
TCGA.2J.AABT.01,1.171966733,PAAD
TCGA.IB.AAUN.01,2.129423846,PAAD
TCGA.IB.7652.01,1.631968157,PAAD
TCGA.HZ.A77O.01,2.736846206,PAAD
TCGA.HV.A5A3.01,3.029969723,PAAD
TCGA.FB.A78T.01,1.902711417,PAAD
TCGA.S4.A8RP.01,1.305184195,PAAD
TCGA.H6.A45N.01,1.159854373,PAAD
TCGA.F2.A44G.01,2.711547154,PAAD
TCGA.IB.A7M4.01,2.9907125,PAAD
TCGA.FB.A4P5.01,1.696372101,PAAD
TCGA.IB.7885.01,2.64406042,PAAD
TCGA.IB.7886.01,2.280578432,PAAD
TCGA.HZ.8001.01,1.45085785,PAAD
TCGA.IB.AAUS.01,2.294876015,PAAD
TCGA.FB.AAQ1.01,2.65459413,PAAD
TCGA.2J.AABF.01,1.543531011,PAAD
TCGA.F2.7273.01,0.718813211,PAAD
TCGA.IB.A5SQ.01,1.068721843,PAAD
TCGA.FB.A7DR.01,1.424905345,PAAD
TCGA.IB.A5SO.01,1.481885302,PAAD
TCGA.HZ.8005.01,2.910059518,PAAD
TCGA.FB.AAPY.01,2.069017788,PAAD
TCGA.IB.7644.01,2.092264302,PAAD
TCGA.IB.8126.01,0.599806497,PAAD
TCGA.3A.A9IS.01,-2.775384046,PAAD
TCGA.2J.AAB4.01,1.777937183,PAAD
TCGA.F2.6879.01,2.069004047,PAAD
TCGA.IB.7893.01,1.768740372,PAAD
TCGA.RB.A7B8.01,1.611655923,PAAD
TCGA.HZ.A4BH.01,1.31341956,PAAD
TCGA.2L.AAQE.01,2.836506592,PAAD
TCGA.US.A77J.01,1.775789283,PAAD
TCGA.2J.AABV.01,2.466070477,PAAD
TCGA.IB.7647.01,1.021526277,PAAD
TCGA.IB.AAUP.01,1.463168494,PAAD
TCGA.LB.A9Q5.01,1.97975912,PAAD
TCGA.OE.A75W.01,2.335091843,PAAD
TCGA.2J.AABP.01,1.361976168,PAAD
TCGA.IB.7890.01,1.483748808,PAAD
TCGA.FB.AAQ2.01,2.55801043,PAAD
TCGA.US.A77E.01,2.348583755,PAAD
TCGA.US.A776.01,0.98670006,PAAD
TCGA.Q3.AA2A.01,2.702145295,PAAD
TCGA.IB.A5SP.01,1.892663799,PAAD
TCGA.HZ.A4BK.01,2.246672161,PAAD
TCGA.HZ.8636.01,1.812521656,PAAD
TCGA.HZ.7922.01,1.941931151,PAAD
TCGA.RB.AA9M.01,1.502835027,PAAD
TCGA.3E.AAAZ.01,1.332390256,PAAD
TCGA.HV.A7OL.01,2.610168475,PAAD
TCGA.M8.A5N4.01,3.010247497,PAAD
TCGA.XD.AAUH.01,0.276113696,PAAD
TCGA.IB.A7LX.01,3.17228855,PAAD
TCGA.Q3.A5QY.01,2.415758539,PAAD
TCGA.FB.AAPP.01,1.196466713,PAAD
TCGA.IB.7888.01,0.325373816,PAAD
TCGA.LB.A8F3.01,1.904721145,PAAD
TCGA.IB.8127.01,2.420162685,PAAD
TCGA.HV.A5A6.01,2.720438581,PAAD
TCGA.3A.A9I5.01,1.251862143,PAAD
TCGA.IB.7887.01,3.153506966,PAAD
TCGA.IB.AAUT.01,1.114644124,PAAD
TCGA.FB.AAQ6.01,1.934254072,PAAD
TCGA.2J.AAB8.01,2.00386464,PAAD
TCGA.IB.AAUR.01,1.027204484,PAAD
TCGA.2L.AAQI.01,2.045536025,PAAD
TCGA.IB.7645.01,1.171997549,PAAD
TCGA.3A.A9IN.01,-1.461377522,PAAD
TCGA.HZ.8315.01,2.428339793,PAAD
TCGA.HZ.8638.01,1.781298456,PAAD
TCGA.HZ.A49H.01,1.294403722,PAAD
TCGA.2J.AAB6.01,2.129086362,PAAD
TCGA.HZ.8003.01,0.737449568,PAAD
TCGA.3A.A9I7.01,1.287229255,PAAD
TCGA.HZ.8637.01,0.505109181,PAAD
TCGA.3A.A9IL.01,-1.220605398,PAAD
TCGA.2L.AAQA.01,2.554940421,PAAD
TCGA.PZ.A5RE.01,3.012763679,PAAD
TCGA.2J.AABH.01,1.519864359,PAAD
TCGA.F2.6880.01,0.501145363,PAAD
TCGA.US.A774.01,1.982925982,PAAD
TCGA.FB.AAPZ.01,2.686850602,PAAD
TCGA.EJ.7781.01,0.570707778,PRAD
TCGA.ZG.A9LS.01,0.907300616,PRAD
TCGA.HC.A6AL.01,1.041773248,PRAD
TCGA.YL.A8S8.01,0.358584282,PRAD
TCGA.2A.A8VT.01,0.488777898,PRAD
TCGA.HI.7168.01,0.455906868,PRAD
TCGA.KK.A7B1.01,1.239446073,PRAD
TCGA.HC.A6HX.01,1.502871401,PRAD
TCGA.FC.A6HD.01,1.341475978,PRAD
TCGA.ZG.A9M4.01,0.768194055,PRAD
TCGA.YL.A8HO.01,0.382944476,PRAD
TCGA.VN.A943.01,0.92009785,PRAD
TCGA.G9.6379.01,1.689061038,PRAD
TCGA.HC.7080.01,0.397806855,PRAD
TCGA.J4.A83K.01,0.638597644,PRAD
TCGA.KK.A59Y.01,1.1360282,PRAD
TCGA.HC.7210.01,0.43824369,PRAD
TCGA.HC.7075.01,0.690943491,PRAD
TCGA.G9.7521.01,0.506387038,PRAD
TCGA.HC.7078.01,0.755838094,PRAD
TCGA.EJ.7317.01,0.663047368,PRAD
TCGA.G9.6336.01,1.493853853,PRAD
TCGA.CH.5746.01,0.528035518,PRAD
TCGA.WW.A8ZI.01,0.612605005,PRAD
TCGA.EJ.A65M.01,0.859873374,PRAD
TCGA.EJ.5526.01,0.737313207,PRAD
TCGA.KK.A7AZ.01,0.851979619,PRAD
TCGA.HC.7738.01,0.468069172,PRAD
TCGA.XK.AAK1.01,1.146379938,PRAD
TCGA.XK.AAJU.01,0.710998199,PRAD
TCGA.EJ.7327.01,0.394857456,PRAD
TCGA.EJ.7789.01,-0.786700464,PRAD
TCGA.XK.AAJT.01,1.073837155,PRAD
TCGA.G9.6365.01,1.118351445,PRAD
TCGA.YL.A8HK.01,1.257020767,PRAD
TCGA.EJ.5494.01,0.634658204,PRAD
TCGA.VN.A88I.01,1.242535589,PRAD
TCGA.EJ.5542.01,0.689391775,PRAD
TCGA.FC.7708.01,0.729912384,PRAD
TCGA.EJ.5522.01,0.459312869,PRAD
TCGA.YL.A8SJ.01,0.457374907,PRAD
TCGA.M7.A720.01,0.974865638,PRAD
TCGA.EJ.5531.01,0.827045676,PRAD
TCGA.J9.A52B.01,0.14741331,PRAD
TCGA.V1.A9OA.01,0.725797644,PRAD
TCGA.YL.A8SF.01,1.388828486,PRAD
TCGA.J4.AAU2.01,0.616801935,PRAD
TCGA.EJ.5518.01,0.681943014,PRAD
TCGA.KK.A6E0.01,0.463679568,PRAD
TCGA.J9.A8CP.01,0.635630807,PRAD
TCGA.HC.A6AQ.01,1.369037285,PRAD
TCGA.HC.8265.01,-0.388515673,PRAD
TCGA.YJ.A8SW.01,0.243281418,PRAD
TCGA.J4.A67N.01,1.418775533,PRAD
TCGA.KK.A6DY.01,1.232210115,PRAD
TCGA.V1.A8WN.01,0.596603175,PRAD
TCGA.HC.7077.01,0.941368748,PRAD
TCGA.HC.A9TE.01,0.908127586,PRAD
TCGA.J4.A83M.01,1.070869464,PRAD
TCGA.HC.7079.01,1.264172796,PRAD
TCGA.EJ.A46I.01,0.632482099,PRAD
TCGA.FC.A4JI.01,0.325694505,PRAD
TCGA.J9.A52C.01,1.072575407,PRAD
TCGA.EJ.7797.01,1.184726887,PRAD
TCGA.VN.A88K.01,0.75286096,PRAD
TCGA.VP.A87B.01,0.349707441,PRAD
TCGA.KK.A6E3.01,1.262475987,PRAD
TCGA.EJ.5515.01,0.298876107,PRAD
TCGA.EJ.7784.01,0.493736199,PRAD
TCGA.2A.A8VV.01,0.897640687,PRAD
TCGA.YL.A8HM.01,0.597546804,PRAD
TCGA.EJ.A65D.01,1.395511741,PRAD
TCGA.KK.A8IF.01,0.052970596,PRAD
TCGA.EJ.A65G.01,0.9266049,PRAD
TCGA.KC.A7F5.01,0.778981848,PRAD
TCGA.ZG.A9ND.01,0.540724294,PRAD
TCGA.EJ.7314.01,1.27951554,PRAD
TCGA.YL.A9WI.01,0.578202832,PRAD
TCGA.YL.A8SH.01,0.90833781,PRAD
TCGA.XK.AAIV.01,0.889606378,PRAD
TCGA.HI.7169.01,0.784039507,PRAD
TCGA.ZG.A9L0.01,0.943667079,PRAD
TCGA.YL.A8SL.01,0.897776994,PRAD
TCGA.KK.A8I6.01,0.907792524,PRAD
TCGA.CH.5766.01,0.895047983,PRAD
TCGA.ZG.A8QX.01,0.281340927,PRAD
TCGA.G9.7510.01,1.018954753,PRAD
TCGA.EJ.7783.01,0.769768116,PRAD
TCGA.HC.7740.01,-0.320183017,PRAD
TCGA.EJ.A46B.01,0.675855561,PRAD
TCGA.YL.A8SI.01,1.159229979,PRAD
TCGA.J4.8198.01,0.676032784,PRAD
TCGA.G9.6348.01,1.306059221,PRAD
TCGA.YL.A8SK.01,1.032061994,PRAD
TCGA.V1.A9OX.01,0.74060528,PRAD
TCGA.G9.6329.01,1.074884654,PRAD
TCGA.XJ.A83F.01,1.056897378,PRAD
TCGA.VP.A878.01,0.967462279,PRAD
TCGA.CH.5765.01,0.707958459,PRAD
TCGA.EJ.A8FP.01,0.863009481,PRAD
TCGA.J4.A83L.01,0.704002708,PRAD
TCGA.YL.A8HJ.01,0.838724837,PRAD
TCGA.EJ.7331.01,0.679820873,PRAD
TCGA.HC.A6HY.01,0.767684444,PRAD
TCGA.V1.A8WV.01,0.82899301,PRAD
TCGA.EJ.5498.01,0.913965009,PRAD
TCGA.X4.A8KQ.01,1.573903347,PRAD
TCGA.EJ.5521.01,1.809702257,PRAD
TCGA.HC.8261.01,-0.212952214,PRAD
TCGA.HC.7747.01,1.254333273,PRAD
TCGA.G9.6385.01,0.798190072,PRAD
TCGA.M7.A71Y.01,1.306334007,PRAD
TCGA.G9.6371.01,0.689938058,PRAD
TCGA.CH.5744.01,1.014190326,PRAD
TCGA.G9.6494.01,0.623955428,PRAD
TCGA.HC.A76X.01,0.534301424,PRAD
TCGA.ZG.A9KY.01,-0.34738912,PRAD
TCGA.ZG.A9L1.01,-0.302830488,PRAD
TCGA.G9.6498.01,1.529556571,PRAD
TCGA.KK.A8IL.01,1.50155998,PRAD
TCGA.EJ.A6RA.01,0.968871593,PRAD
TCGA.EJ.8472.01,1.298333718,PRAD
TCGA.HC.8262.01,1.01041022,PRAD
TCGA.V1.A8WL.01,1.016751127,PRAD
TCGA.Y6.A9XI.01,0.803539347,PRAD
TCGA.CH.5791.01,1.123344225,PRAD
TCGA.KK.A7AQ.01,0.966861616,PRAD
TCGA.KK.A8II.01,1.103197422,PRAD
TCGA.M7.A723.01,1.198610504,PRAD
TCGA.CH.5763.01,0.722388196,PRAD
TCGA.YL.A9WY.01,0.840763515,PRAD
TCGA.G9.7525.01,1.016356965,PRAD
TCGA.G9.7523.01,0.617234247,PRAD
TCGA.HC.7819.01,0.550539576,PRAD
TCGA.YL.A8SA.01,1.243910768,PRAD
TCGA.EJ.A8FU.01,0.53421583,PRAD
TCGA.EJ.A46D.01,0.699200958,PRAD
TCGA.CH.5754.01,0.972733371,PRAD
TCGA.J4.A83I.01,0.949454626,PRAD
TCGA.VN.A88P.01,0.62217102,PRAD
TCGA.HC.7742.01,0.393925342,PRAD
TCGA.YL.A9WX.01,0.889074187,PRAD
TCGA.HC.A76W.01,1.10677754,PRAD
TCGA.EJ.5512.01,0.523918344,PRAD
TCGA.XJ.A9DX.01,0.307130128,PRAD
TCGA.CH.5741.01,1.197479885,PRAD
TCGA.VP.A87J.01,0.491774623,PRAD
TCGA.HC.A6AS.01,1.355126688,PRAD
TCGA.G9.A9S0.01,0.977263313,PRAD
TCGA.KK.A8IM.01,0.848242994,PRAD
TCGA.ZG.A9L6.01,0.632963029,PRAD
TCGA.EJ.7315.01,1.098867643,PRAD
TCGA.KK.A6E2.01,0.44313758,PRAD
TCGA.YL.A8SC.01,0.713562857,PRAD
TCGA.YL.A9WK.01,0.558382848,PRAD
TCGA.V1.A8WW.01,1.147000793,PRAD
TCGA.V1.A9OT.01,0.636875134,PRAD
TCGA.G9.6354.01,1.008694199,PRAD
TCGA.XA.A8JR.01,0.835401258,PRAD
TCGA.CH.5750.01,0.614020042,PRAD
TCGA.HC.8257.01,-0.108939977,PRAD
TCGA.V1.A8WS.01,1.137007209,PRAD
TCGA.G9.A9S4.01,0.856226957,PRAD
TCGA.VN.A88L.01,1.049900073,PRAD
TCGA.KK.A8I8.01,0.783879228,PRAD
TCGA.EJ.7782.01,-0.05212492,PRAD
TCGA.KC.A7F3.01,1.199473027,PRAD
TCGA.CH.5745.01,0.924983323,PRAD
TCGA.KK.A7AP.01,0.676451293,PRAD
TCGA.VP.A87E.01,0.860653471,PRAD
TCGA.HC.7821.01,0.240414467,PRAD
TCGA.XJ.A9DQ.01,0.948591836,PRAD
TCGA.CH.5737.01,0.860580695,PRAD
TCGA.CH.5738.01,0.930322072,PRAD
TCGA.HC.7749.01,0.661712821,PRAD
TCGA.HC.8256.01,0.300036789,PRAD
TCGA.EJ.A46E.01,1.223422181,PRAD
TCGA.TK.A8OK.01,0.501228004,PRAD
TCGA.EJ.7792.01,0.672340684,PRAD
TCGA.HC.A48F.01,0.610342785,PRAD
TCGA.HC.7736.01,1.242578986,PRAD
TCGA.SU.A7E7.01,0.828802282,PRAD
TCGA.EJ.7321.01,0.899278886,PRAD
TCGA.EJ.5514.01,0.344480687,PRAD
TCGA.KC.A7F6.01,1.321528789,PRAD
TCGA.KK.A6E6.01,1.176104199,PRAD
TCGA.J4.A67S.01,1.324113238,PRAD
TCGA.EJ.5508.01,0.530561066,PRAD
TCGA.EJ.7125.01,0.315639945,PRAD
TCGA.EJ.5497.01,0.555887698,PRAD
TCGA.2A.AAYU.01,0.451425851,PRAD
TCGA.CH.5743.01,1.312081063,PRAD
TCGA.EJ.7218.01,0.958303052,PRAD
TCGA.CH.5790.01,1.287256248,PRAD
TCGA.G9.7509.01,0.484909946,PRAD
TCGA.VP.A87C.01,0.80002047,PRAD
TCGA.EJ.5502.01,0.741703373,PRAD
TCGA.QU.A6IL.01,1.076276959,PRAD
TCGA.G9.6338.01,1.10047256,PRAD
TCGA.HC.A4ZV.01,0.547722261,PRAD
TCGA.YL.A8HL.01,1.347204758,PRAD
TCGA.EJ.5530.01,0.548306309,PRAD
TCGA.KK.A8I7.01,1.108874851,PRAD
TCGA.EJ.8468.01,0.741402702,PRAD
TCGA.HI.7171.01,1.054058128,PRAD
TCGA.EJ.A65J.01,0.162328333,PRAD
TCGA.EJ.A46H.01,1.350762743,PRAD
TCGA.J9.A52D.01,0.146750246,PRAD
TCGA.KK.A5A1.01,0.326859055,PRAD
TCGA.KC.A4BL.01,1.015803643,PRAD
TCGA.ZG.A8QY.01,-0.218369118,PRAD
TCGA.XK.AAJR.01,0.892837273,PRAD
TCGA.EJ.A7NK.01,0.71467069,PRAD
TCGA.2A.A8W1.01,0.384243296,PRAD
TCGA.EJ.7786.01,0.566365565,PRAD
TCGA.EJ.8470.01,0.896224727,PRAD
TCGA.V1.A9OY.01,1.238915273,PRAD
TCGA.EJ.5510.01,0.778851253,PRAD
TCGA.HC.A8CY.01,0.609239011,PRAD
TCGA.KK.A7AU.01,0.888704132,PRAD
TCGA.G9.6347.01,1.340160717,PRAD
TCGA.EJ.5501.01,0.857557444,PRAD
TCGA.ZG.A9N3.01,0.98694634,PRAD
TCGA.VP.A879.01,0.613458644,PRAD
TCGA.YL.A9WL.01,0.579217475,PRAD
TCGA.EJ.8474.01,0.919178245,PRAD
TCGA.G9.6361.01,1.043934141,PRAD
TCGA.EJ.7794.01,0.509957408,PRAD
TCGA.V1.A8MF.01,1.13496838,PRAD
TCGA.V1.A9Z9.01,0.736698783,PRAD
TCGA.EJ.5524.01,0.502142681,PRAD
TCGA.VP.A87H.01,0.89287051,PRAD
TCGA.EJ.5504.01,0.827700919,PRAD
TCGA.VN.A88Q.01,0.966235178,PRAD
TCGA.KC.A7FD.01,1.131326542,PRAD
TCGA.V1.A9OF.01,0.633226595,PRAD
TCGA.G9.6363.01,1.611920902,PRAD
TCGA.HC.7820.01,0.686115027,PRAD
TCGA.V1.A9O5.01,1.078502334,PRAD
TCGA.ZG.A8QW.01,1.232454276,PRAD
TCGA.YL.A8SO.01,1.11901777,PRAD
TCGA.M7.A71Z.01,0.902465004,PRAD
TCGA.HC.8258.01,0.831059887,PRAD
TCGA.KK.A59Z.01,0.188730008,PRAD
TCGA.KK.A6E8.01,0.794559943,PRAD
TCGA.KK.A8IC.01,1.054628244,PRAD
TCGA.KC.A4BN.01,1.01401345,PRAD
TCGA.J9.A52E.01,0.62993509,PRAD
TCGA.ZG.A9LN.01,1.084051826,PRAD
TCGA.QU.A6IP.01,0.80386923,PRAD
TCGA.VP.A872.01,1.667185665,PRAD
TCGA.V1.A9O7.01,0.648091077,PRAD
TCGA.MG.AAMC.01,1.079751066,PRAD
TCGA.EJ.5519.01,0.50570009,PRAD
TCGA.KK.A59X.01,0.881598294,PRAD
TCGA.EJ.5503.01,0.69302775,PRAD
TCGA.HC.A6AP.01,1.227464073,PRAD
TCGA.HI.7170.01,1.239470936,PRAD
TCGA.EJ.5505.01,0.432287731,PRAD
TCGA.EJ.5527.01,0.366372849,PRAD
TCGA.KC.A7FA.01,0.387863306,PRAD
TCGA.HC.7737.01,1.053033641,PRAD
TCGA.M7.A725.01,0.777783464,PRAD
TCGA.KK.A8I9.01,1.087605289,PRAD
TCGA.KC.A7FE.01,0.842977291,PRAD
TCGA.V1.A8MJ.01,1.538811676,PRAD
TCGA.G9.6356.01,1.004037238,PRAD
TCGA.G9.6367.01,0.747873664,PRAD
TCGA.HC.A8D0.01,1.366817578,PRAD
TCGA.HC.A8D1.01,1.060334964,PRAD
TCGA.V1.A9ZK.01,0.781985299,PRAD
TCGA.HC.7231.01,1.246529589,PRAD
TCGA.VP.A875.01,0.405449132,PRAD
TCGA.EJ.5507.01,1.356423188,PRAD
TCGA.G9.6362.01,0.829586983,PRAD
TCGA.XK.AAJ3.01,0.356860815,PRAD
TCGA.EJ.A7NN.01,0.519167476,PRAD
TCGA.HC.8264.01,0.426327677,PRAD
TCGA.J9.A8CM.01,0.868120666,PRAD
TCGA.HC.7748.01,0.756959313,PRAD
TCGA.HC.8216.01,0.996060251,PRAD
TCGA.2A.A8VO.01,0.49263754,PRAD
TCGA.TP.A8TT.01,0.957493459,PRAD
TCGA.ZG.A9LB.01,1.341511719,PRAD
TCGA.KK.A8ID.01,0.380252266,PRAD
TCGA.G9.6499.01,0.789372202,PRAD
TCGA.EJ.7791.01,0.59230086,PRAD
TCGA.XK.AAJP.01,0.557473404,PRAD
TCGA.EJ.5509.01,0.70619745,PRAD
TCGA.KC.A4BV.01,0.582902093,PRAD
TCGA.VP.A876.01,0.706830206,PRAD
TCGA.YL.A8SR.01,0.578770665,PRAD
TCGA.G9.7522.01,0.944448568,PRAD
TCGA.EJ.5495.01,1.019755643,PRAD
TCGA.X4.A8KS.01,0.81986592,PRAD
TCGA.HC.7744.01,0.965104328,PRAD
TCGA.ZG.A9LU.01,1.534083204,PRAD
TCGA.EJ.A6RC.01,1.136634922,PRAD
TCGA.QU.A6IN.01,1.192515244,PRAD
TCGA.J4.A67Q.01,1.533203081,PRAD
TCGA.HC.8266.01,0.858319541,PRAD
TCGA.G9.A9S7.01,0.986971447,PRAD
TCGA.ZG.A9LY.01,0.93835244,PRAD
TCGA.M7.A721.01,0.635006494,PRAD
TCGA.HC.8259.01,0.39625472,PRAD
TCGA.EJ.7330.01,0.307476919,PRAD
TCGA.CH.5764.01,0.839625528,PRAD
TCGA.EJ.5506.01,0.827605579,PRAD
TCGA.EJ.A65F.01,0.454045826,PRAD
TCGA.H9.A6BX.01,0.971370031,PRAD
TCGA.CH.5739.01,0.260429517,PRAD
TCGA.EJ.A7NJ.01,0.894718856,PRAD
TCGA.HC.A6AO.01,1.497501181,PRAD
TCGA.G9.6384.01,0.579528125,PRAD
TCGA.HC.7213.01,0.977811433,PRAD
TCGA.J4.A67R.01,1.460233892,PRAD
TCGA.XJ.A9DK.01,1.082841696,PRAD
TCGA.CH.5762.01,1.045285872,PRAD
TCGA.HC.7232.01,0.717656671,PRAD
TCGA.KK.A8IA.01,0.613595656,PRAD
TCGA.YL.A9WH.01,0.912757597,PRAD
TCGA.QU.A6IO.01,1.602393014,PRAD
TCGA.HC.7081.01,1.074765593,PRAD
TCGA.HC.A9TH.01,1.500492603,PRAD
TCGA.HC.7209.01,0.988318809,PRAD
TCGA.2A.A8VL.01,0.949635098,PRAD
TCGA.ZG.A9L2.01,0.44260162,PRAD
TCGA.XK.AAIR.01,0.763121812,PRAD
TCGA.XQ.A8TA.01,-0.027895304,PRAD
TCGA.2A.AAYO.01,0.707602012,PRAD
TCGA.EJ.7328.01,1.11700523,PRAD
TCGA.KK.A7B4.01,1.064702082,PRAD
TCGA.KK.A8IH.01,1.208362179,PRAD
TCGA.EJ.A46F.01,0.941449164,PRAD
TCGA.HC.7211.01,0.99938591,PRAD
TCGA.KK.A7B0.01,1.945605727,PRAD
TCGA.EJ.A65E.01,0.709949281,PRAD
TCGA.YL.A8SQ.01,0.235530109,PRAD
TCGA.V1.A8MM.01,0.431946386,PRAD
TCGA.CH.5752.01,-0.076698896,PRAD
