Sample,Relative_Sensitivity_Score,type
TCGA.AO.A0JB.01,1.975408031,BRCA
TCGA.LL.A8F5.01,1.985492314,BRCA
TCGA.AQ.A1H2.01,1.368439111,BRCA
TCGA.D8.A1JE.01,0.507088664,BRCA
TCGA.BH.A18T.01,1.695951991,BRCA
TCGA.A1.A0SB.01,0.990575165,BRCA
TCGA.A8.A09Z.01,2.034130592,BRCA
TCGA.AR.A1AI.01,1.10389833,BRCA
TCGA.E2.A10C.01,1.094848119,BRCA
TCGA.D8.A1X5.01,1.360945375,BRCA
TCGA.E2.A1IK.01,1.017981096,BRCA
TCGA.A2.A0EN.01,1.575079421,BRCA
TCGA.AQ.A04H.01,1.155478445,BRCA
TCGA.A8.A086.01,1.115796035,BRCA
TCGA.AC.A4ZE.01,1.576695396,BRCA
TCGA.AO.A1KS.01,0.318204073,BRCA
TCGA.C8.A278.01,1.656211888,BRCA
TCGA.C8.A27A.01,-0.640228216,BRCA
TCGA.E9.A1N5.01,0.924901369,BRCA
TCGA.AR.A24K.01,1.333845225,BRCA
TCGA.AO.A12C.01,1.039917463,BRCA
TCGA.A2.A0D4.01,0.807768974,BRCA
TCGA.AR.A24V.01,2.065267858,BRCA
TCGA.A7.A4SC.01,1.286099747,BRCA
TCGA.BH.A0E2.01,1.696709437,BRCA
TCGA.A8.A08S.01,1.538119133,BRCA
TCGA.E2.A1B4.01,1.577388463,BRCA
TCGA.E9.A1R6.01,1.117067223,BRCA
TCGA.A8.A0A1.01,1.018951458,BRCA
TCGA.OL.A5D8.01,0.873092348,BRCA
TCGA.D8.A27K.01,1.207500995,BRCA
TCGA.A7.A5ZW.01,1.52342404,BRCA
TCGA.BH.A0W3.01,1.057237988,BRCA
TCGA.BH.A0EE.01,3.304415266,BRCA
TCGA.AC.A3OD.01,0.086815115,BRCA
TCGA.EW.A6SD.01,2.290098942,BRCA
TCGA.B6.A0IE.01,1.38350272,BRCA
TCGA.BH.A1EV.01,1.204093777,BRCA
TCGA.B6.A402.01,2.079165208,BRCA
TCGA.BH.A1ES.06,2.109712927,BRCA
TCGA.AN.A049.01,1.450509785,BRCA
TCGA.A1.A0SJ.01,1.657952637,BRCA
TCGA.E2.A156.01,0.753962926,BRCA
TCGA.AC.A2BK.01,0.357673209,BRCA
TCGA.D8.A1XA.01,1.179415625,BRCA
TCGA.W8.A86G.01,1.356454782,BRCA
TCGA.3C.AALI.01,1.429009642,BRCA
TCGA.E2.A152.01,1.287427894,BRCA
TCGA.AR.A24P.01,1.031384383,BRCA
TCGA.OL.A66I.01,1.77676833,BRCA
TCGA.BH.A0EA.01,1.247453184,BRCA
TCGA.B6.A0RT.01,1.626052075,BRCA
TCGA.AN.A0AL.01,1.332272558,BRCA
TCGA.B6.A0RO.01,1.992696338,BRCA
TCGA.E2.A15L.01,1.165545878,BRCA
TCGA.E9.A1R0.01,1.711279337,BRCA
TCGA.A2.A0ST.01,1.2930176,BRCA
TCGA.D8.A27R.01,0.780625794,BRCA
TCGA.C8.A12L.01,2.831872881,BRCA
TCGA.A7.A13D.01,0.065244214,BRCA
TCGA.E2.A159.01,2.470694327,BRCA
TCGA.AO.A0JE.01,2.575433027,BRCA
TCGA.AR.A1AX.01,1.133900288,BRCA
TCGA.PE.A5DD.01,0.955763503,BRCA
TCGA.E2.A14P.01,1.981605823,BRCA
TCGA.E9.A1NI.01,1.554773955,BRCA
TCGA.B6.A0IB.01,0.785471833,BRCA
TCGA.OL.A6VQ.01,1.595685427,BRCA
TCGA.LL.A5YL.01,2.316736575,BRCA
TCGA.AO.A0J6.01,2.676743796,BRCA
TCGA.AR.A1AJ.01,1.584088007,BRCA
TCGA.BH.A0E7.01,1.545632025,BRCA
TCGA.AN.A0FS.01,1.100719488,BRCA
TCGA.A8.A08A.01,1.52219384,BRCA
TCGA.A2.A0D0.01,2.628698678,BRCA
TCGA.BH.A0B4.01,1.285576469,BRCA
TCGA.A8.A06R.01,1.15919001,BRCA
TCGA.LL.A5YO.01,2.307778657,BRCA
TCGA.D8.A4Z1.01,1.351331261,BRCA
TCGA.BH.A18R.01,1.061861699,BRCA
TCGA.BH.A1FC.01,1.373902642,BRCA
TCGA.AC.A2QH.01,-1.159847692,BRCA
TCGA.BH.A18G.01,2.30644869,BRCA
TCGA.A8.A06Y.01,1.209890165,BRCA
TCGA.BH.A1FE.01,1.122977531,BRCA
TCGA.D8.A146.01,0.817590299,BRCA
TCGA.AR.A2LH.01,2.172039733,BRCA
TCGA.B6.A0IH.01,1.125005309,BRCA
TCGA.BH.A18J.01,1.549144976,BRCA
TCGA.BH.A18H.01,1.435078413,BRCA
TCGA.AC.A23C.01,1.194191638,BRCA
TCGA.AN.A0XL.01,1.228406466,BRCA
TCGA.AR.A24R.01,0.262068923,BRCA
TCGA.AO.A03P.01,1.364498395,BRCA
TCGA.AR.A2LM.01,0.904073264,BRCA
TCGA.A8.A081.01,0.809116145,BRCA
TCGA.B6.A0I5.01,2.038126318,BRCA
TCGA.EW.A1IW.01,1.502726355,BRCA
TCGA.E2.A1L8.01,1.252147734,BRCA
TCGA.E9.A1RI.01,0.889048241,BRCA
TCGA.B6.A0RU.01,1.012770665,BRCA
TCGA.AR.A2LJ.01,1.569409515,BRCA
TCGA.D8.A27N.01,1.667781391,BRCA
TCGA.AN.A0FT.01,1.279695836,BRCA
TCGA.C8.A12W.01,1.313906691,BRCA
TCGA.A8.A09X.01,1.82597411,BRCA
TCGA.AR.A250.01,0.964230222,BRCA
TCGA.AC.A7VC.01,1.582117166,BRCA
TCGA.BH.A1FM.01,0.640386881,BRCA
TCGA.BH.A0HU.01,1.400042638,BRCA
TCGA.GM.A3XN.01,1.392044268,BRCA
TCGA.A2.A1FX.01,0.469373307,BRCA
TCGA.BH.A1EN.01,2.171139543,BRCA
TCGA.C8.A12T.01,1.338214864,BRCA
TCGA.A7.A26J.01,1.267519323,BRCA
TCGA.PE.A5DC.01,1.982638418,BRCA
TCGA.OL.A66L.01,2.2715782,BRCA
TCGA.E2.A56Z.01,0.170466807,BRCA
TCGA.E2.A15K.01,0.954632798,BRCA
TCGA.E2.A1BC.01,1.243969368,BRCA
TCGA.AR.A251.01,1.241035353,BRCA
TCGA.E9.A3HO.01,0.890987615,BRCA
TCGA.D8.A1J8.01,1.522873787,BRCA
TCGA.AO.A1KO.01,1.331732961,BRCA
TCGA.BH.A0EI.01,1.045224763,BRCA
TCGA.E2.A106.01,0.749142474,BRCA
TCGA.AR.A24T.01,0.724103443,BRCA
TCGA.AQ.A1H3.01,1.51026225,BRCA
TCGA.C8.A26X.01,2.700581286,BRCA
TCGA.AO.A03U.01,2.342877126,BRCA
TCGA.A2.A0T2.01,1.865070208,BRCA
TCGA.A2.A259.01,1.441154651,BRCA
TCGA.AR.A5QN.01,0.998307338,BRCA
TCGA.AO.A0JI.01,0.865258399,BRCA
TCGA.A8.A09C.01,1.04671201,BRCA
TCGA.A2.A0EM.01,1.216578957,BRCA
TCGA.A2.A0D1.01,0.873557021,BRCA
TCGA.A2.A0YI.01,0.753059168,BRCA
TCGA.AR.A1AT.01,2.254758688,BRCA
TCGA.BH.A0BL.01,1.148441564,BRCA
TCGA.BH.A0BA.01,0.831196387,BRCA
TCGA.E2.A1II.01,1.683156058,BRCA
TCGA.UU.A93S.01,3.256160606,BRCA
TCGA.A8.A09R.01,0.462350448,BRCA
TCGA.C8.A8HQ.01,1.390599248,BRCA
TCGA.A8.A07G.01,1.493835573,BRCA
TCGA.AN.A0XT.01,1.580899423,BRCA
TCGA.A2.A25E.01,0.882130811,BRCA
TCGA.A8.A090.01,2.15298559,BRCA
TCGA.AC.A6IX.01,1.229043095,BRCA
TCGA.EW.A1PB.01,3.079312023,BRCA
TCGA.AR.A2LN.01,1.035960826,BRCA
TCGA.3C.AALJ.01,0.753480333,BRCA
TCGA.A2.A04Y.01,1.083973768,BRCA
TCGA.D8.A1JN.01,0.915900406,BRCA
TCGA.AN.A0AM.01,1.892461356,BRCA
TCGA.E2.A1LE.01,1.875035881,BRCA
TCGA.GM.A3XL.01,2.351198586,BRCA
TCGA.A8.A0A6.01,1.344844738,BRCA
TCGA.EW.A2FV.01,1.192168837,BRCA
TCGA.AR.A1AP.01,1.710916606,BRCA
TCGA.BH.A0AV.01,1.437925915,BRCA
TCGA.AO.A0J3.01,-0.419487433,BRCA
TCGA.AO.A129.01,1.724016236,BRCA
TCGA.A2.A3Y0.01,2.466348486,BRCA
TCGA.C8.A1HJ.01,0.997852171,BRCA
TCGA.AO.A03O.01,1.022886864,BRCA
TCGA.A2.A0CS.01,1.42237969,BRCA
TCGA.BH.A1ES.01,0.773437827,BRCA
TCGA.BH.A0HK.01,2.340084865,BRCA
TCGA.LL.A5YM.01,2.007084015,BRCA
TCGA.LL.A6FP.01,0.682125418,BRCA
TCGA.A2.A0CL.01,0.73038043,BRCA
TCGA.B6.A0WY.01,1.192295971,BRCA
TCGA.JL.A3YW.01,2.465423735,BRCA
TCGA.EW.A6SA.01,0.795113057,BRCA
TCGA.E2.A15D.01,1.231012988,BRCA
TCGA.AN.A0XW.01,0.80227297,BRCA
TCGA.EW.A1PE.01,1.069362421,BRCA
TCGA.D8.A1Y0.01,0.354311267,BRCA
TCGA.A8.A07C.01,0.522217436,BRCA
TCGA.C8.A12P.01,2.336621412,BRCA
TCGA.AN.A0FL.01,2.118203601,BRCA
TCGA.B6.A0IN.01,1.387024488,BRCA
TCGA.C8.A8HP.01,2.44333444,BRCA
TCGA.E2.A14R.01,2.241625572,BRCA
TCGA.EW.A3U0.01,1.444075041,BRCA
TCGA.AN.A0G0.01,1.229872992,BRCA
TCGA.E9.A2JT.01,1.263508924,BRCA
TCGA.BH.A0C3.01,1.446306329,BRCA
TCGA.E2.A10E.01,1.261158421,BRCA
TCGA.HN.A2NL.01,-0.37354637,BRCA
TCGA.E2.A9RU.01,1.234254036,BRCA
TCGA.BH.A0DE.01,0.465802943,BRCA
TCGA.A8.A09G.01,1.354742354,BRCA
TCGA.AR.A256.01,1.128604996,BRCA
TCGA.AC.A3EH.01,1.179415399,BRCA
TCGA.A8.A09W.01,0.854196245,BRCA
TCGA.A2.A0ET.01,0.030854137,BRCA
TCGA.E9.A228.01,-0.078980025,BRCA
TCGA.AR.A5QP.01,1.034638672,BRCA
TCGA.B6.A0WV.01,0.650413134,BRCA
TCGA.OL.A66P.01,2.253592193,BRCA
TCGA.BH.A1EW.01,1.561300935,BRCA
TCGA.AO.A0JJ.01,1.105988315,BRCA
TCGA.PL.A8LZ.01,1.250141435,BRCA
TCGA.BH.A0GZ.01,1.373992572,BRCA
TCGA.D8.A73X.01,1.121359231,BRCA
TCGA.BH.A6R9.01,1.664909763,BRCA
TCGA.A7.A13H.01,1.572993824,BRCA
TCGA.BH.A0H0.01,1.013306418,BRCA
TCGA.E9.A1RC.01,1.520115229,BRCA
TCGA.E9.A2JS.01,1.112307107,BRCA
TCGA.AQ.A04J.01,1.003035963,BRCA
TCGA.E9.A245.01,0.213132314,BRCA
TCGA.A8.A06P.01,1.530719099,BRCA
TCGA.EW.A1J5.01,1.195631339,BRCA
TCGA.D8.A1XL.01,1.456752486,BRCA
TCGA.A2.A1G0.01,0.763768384,BRCA
TCGA.E2.A1IE.01,0.578173578,BRCA
TCGA.B6.A0WS.01,1.449577014,BRCA
TCGA.BH.A1FN.01,0.925567598,BRCA
TCGA.EW.A1OW.01,1.133386186,BRCA
TCGA.A7.A26I.01,0.806673787,BRCA
TCGA.AO.A12H.01,0.436585505,BRCA
TCGA.A8.A06U.01,1.110179684,BRCA
TCGA.B6.A409.01,2.662453538,BRCA
TCGA.AR.A0TV.01,1.665377034,BRCA
TCGA.A7.A26E.01,-0.102922185,BRCA
TCGA.LD.A9QF.01,2.574116272,BRCA
TCGA.E9.A1NE.01,0.894064247,BRCA
TCGA.A2.A25F.01,1.477328855,BRCA
TCGA.A2.A4RW.01,0.637941622,BRCA
TCGA.D8.A27H.01,1.387456589,BRCA
TCGA.EW.A1P3.01,2.145075913,BRCA
TCGA.AR.A1AM.01,1.37217,BRCA
TCGA.LD.A7W6.01,1.13555548,BRCA
TCGA.BH.A0HO.01,1.229367721,BRCA
TCGA.E9.A1N9.01,1.015794714,BRCA
TCGA.E2.A14O.01,1.663886256,BRCA
TCGA.E2.A154.01,1.01202313,BRCA
TCGA.D8.A1JC.01,1.119872764,BRCA
TCGA.E2.A14Y.01,3.272219419,BRCA
TCGA.A7.A0CH.01,1.250294574,BRCA
TCGA.D8.A73U.01,1.163627485,BRCA
TCGA.GM.A2DD.01,1.881042794,BRCA
TCGA.A2.A25D.01,1.816540448,BRCA
TCGA.GM.A2D9.01,1.378917517,BRCA
TCGA.A7.A0DA.01,1.39607298,BRCA
TCGA.B6.A0X4.01,-0.102970944,BRCA
TCGA.BH.A0DO.01,0.966841624,BRCA
TCGA.B6.A0WT.01,0.475634374,BRCA
TCGA.A2.A3XX.01,1.587947408,BRCA
TCGA.BH.A1FG.01,1.344575109,BRCA
TCGA.E2.A105.01,0.549136388,BRCA
TCGA.EW.A424.01,1.470702106,BRCA
TCGA.E2.A576.01,1.435791059,BRCA
TCGA.AQ.A54O.01,1.105271802,BRCA
TCGA.E2.A1B0.01,1.975894289,BRCA
TCGA.AC.A7VB.01,1.410579351,BRCA
TCGA.BH.A0BO.01,2.1486188,BRCA
TCGA.D8.A1JB.01,0.856772677,BRCA
TCGA.A8.A06T.01,1.069576128,BRCA
TCGA.AN.A03X.01,1.043955693,BRCA
TCGA.PL.A8LV.01,1.798141757,BRCA
TCGA.A2.A0ER.01,1.263799141,BRCA
TCGA.E2.A1B1.01,1.422489138,BRCA
TCGA.B6.A0RV.01,1.383864829,BRCA
TCGA.GM.A2DM.01,1.713225076,BRCA
TCGA.A7.A6VX.01,0.997097389,BRCA
TCGA.E2.A1IU.01,1.420700736,BRCA
TCGA.A8.A09B.01,0.869300462,BRCA
TCGA.A2.A1G4.01,0.898830757,BRCA
TCGA.A2.A0EW.01,1.030286992,BRCA
TCGA.A1.A0SK.01,-1.334557598,BRCA
TCGA.A8.A09E.01,1.605757232,BRCA
TCGA.A2.A04N.01,1.28472041,BRCA
TCGA.A8.A092.01,1.194044727,BRCA
TCGA.B6.A1KN.01,1.546022513,BRCA
TCGA.B6.A0IM.01,1.071038684,BRCA
TCGA.AN.A0FW.01,0.274252215,BRCA
TCGA.D8.A1XF.01,0.478616365,BRCA
TCGA.E2.A1IN.01,0.868506881,BRCA
TCGA.C8.A135.01,1.722400416,BRCA
TCGA.BH.A0B5.01,0.81659856,BRCA
TCGA.BH.A0DV.01,1.293555164,BRCA
TCGA.A2.A0SX.01,1.479002424,BRCA
TCGA.A8.A09Q.01,0.717540022,BRCA
TCGA.BH.A1F8.01,1.414452647,BRCA
TCGA.D8.A27W.01,0.677382005,BRCA
TCGA.EW.A1P5.01,1.316252813,BRCA
TCGA.BH.A1FR.01,-0.917129563,BRCA
TCGA.BH.A0B9.01,1.212479261,BRCA
TCGA.D8.A1JA.01,1.953532421,BRCA
TCGA.WT.AB44.01,1.887988498,BRCA
TCGA.BH.A0BD.01,1.938444273,BRCA
TCGA.A7.A0CD.01,0.888859207,BRCA
TCGA.BH.A0HL.01,-0.082606474,BRCA
TCGA.AC.A8OS.01,1.256430752,BRCA
TCGA.B6.A1KF.01,1.67034923,BRCA
TCGA.AC.A2BM.01,1.329284514,BRCA
TCGA.D8.A1XG.01,0.316186054,BRCA
TCGA.EW.A1J1.01,0.259534689,BRCA
TCGA.B6.A0X1.01,2.747930766,BRCA
TCGA.S3.AA10.01,1.846376264,BRCA
TCGA.E9.A1RB.01,1.251152371,BRCA
TCGA.B6.A40C.01,1.265090782,BRCA
TCGA.AR.A24Z.01,0.376212756,BRCA
TCGA.GI.A2C9.01,1.700236351,BRCA
TCGA.LQ.A4E4.01,1.047689009,BRCA
TCGA.AQ.A7U7.01,1.138044896,BRCA
TCGA.BH.A0HP.01,1.319236565,BRCA
TCGA.E2.A15T.01,0.340989245,BRCA
TCGA.AC.A2QI.01,0.947182484,BRCA
TCGA.AR.A1AY.01,0.864671073,BRCA
TCGA.C8.A12O.01,1.849658583,BRCA
TCGA.AR.A255.01,1.223699564,BRCA
TCGA.OL.A5D7.01,1.554441369,BRCA
TCGA.AN.A0AT.01,1.619266495,BRCA
TCGA.S3.AA0Z.01,1.630716411,BRCA
TCGA.A8.A08Z.01,1.489415162,BRCA
TCGA.BH.A42V.01,1.451533642,BRCA
TCGA.C8.A1HG.01,0.874702487,BRCA
TCGA.BH.A0C7.01,1.174195653,BRCA
TCGA.EW.A1J3.01,1.396084674,BRCA
TCGA.AC.A2FG.01,1.752648816,BRCA
TCGA.S3.AA11.01,0.741685136,BRCA
TCGA.BH.A0BR.01,1.991702382,BRCA
TCGA.AR.A1AL.01,0.810911255,BRCA
TCGA.D8.A27F.01,1.414368934,BRCA
TCGA.GI.A2C8.01,-0.029383304,BRCA
TCGA.E2.A2P6.01,1.36330999,BRCA
TCGA.B6.A0RI.01,1.493417281,BRCA
TCGA.A2.A0D3.01,1.791147563,BRCA
TCGA.BH.A0BJ.01,1.132961693,BRCA
TCGA.C8.A1HL.01,1.440678157,BRCA
TCGA.E2.A10B.01,0.771520265,BRCA
TCGA.E2.A1AZ.01,1.421677868,BRCA
TCGA.PE.A5DE.01,1.480984984,BRCA
TCGA.AC.A6NO.01,1.137387669,BRCA
TCGA.D8.A13Y.01,-1.25274694,BRCA
TCGA.AR.A24N.01,1.814890572,BRCA
TCGA.B6.A2IU.01,1.450651748,BRCA
TCGA.A2.A0T7.01,0.95893958,BRCA
TCGA.EW.A1PA.01,1.114439773,BRCA
TCGA.A8.A07U.01,1.932954255,BRCA
TCGA.LD.A66U.01,1.618860549,BRCA
TCGA.AC.A2B8.01,1.186005917,BRCA
TCGA.A7.A26G.01,1.668381879,BRCA
TCGA.E2.A1LS.01,1.964666535,BRCA
TCGA.C8.A1HM.01,1.338689032,BRCA
TCGA.A7.A26F.01,2.402650551,BRCA
TCGA.A2.A3XZ.01,2.000833158,BRCA
TCGA.AR.A1AO.01,1.640976006,BRCA
TCGA.E9.A24A.01,1.357868418,BRCA
TCGA.A1.A0SG.01,1.685512646,BRCA
TCGA.GM.A3NW.01,1.030955772,BRCA
TCGA.D8.A1XZ.01,1.532590567,BRCA
TCGA.E2.A2P5.01,0.878056109,BRCA
TCGA.AQ.A04L.01,1.897729552,BRCA
TCGA.BH.A0BV.01,0.933727018,BRCA
TCGA.E2.A14Q.01,1.364654902,BRCA
TCGA.A8.A07I.01,1.46546314,BRCA
TCGA.A2.A04X.01,2.192090686,BRCA
TCGA.AC.A5EH.01,1.693607721,BRCA
TCGA.GM.A4E0.01,1.943614774,BRCA
TCGA.BH.A1EY.01,1.374085513,BRCA
TCGA.BH.A0DK.01,1.529205802,BRCA
TCGA.E9.A1R3.01,1.553606987,BRCA
TCGA.3C.AAAU.01,0.131581209,BRCA
TCGA.E9.A1RH.01,2.372216814,BRCA
TCGA.AO.A12A.01,1.087427087,BRCA
TCGA.OL.A5RW.01,1.608481855,BRCA
TCGA.PL.A8LY.01,1.268653691,BRCA
TCGA.E9.A1RG.01,2.216992579,BRCA
TCGA.D8.A1X8.01,0.305210787,BRCA
TCGA.A7.A13G.01,0.907384735,BRCA
TCGA.EW.A2FW.01,0.909951309,BRCA
TCGA.BH.A0B3.01,2.246108371,BRCA
TCGA.A2.A0CZ.01,1.560705453,BRCA
TCGA.OL.A5RY.01,2.632457995,BRCA
TCGA.BH.A18Q.01,1.391167583,BRCA
TCGA.BH.A1FH.01,0.374862683,BRCA
TCGA.A2.A3XY.01,1.629213431,BRCA
TCGA.EW.A2FR.01,1.441549351,BRCA
TCGA.B6.A0IP.01,1.564576234,BRCA
TCGA.BH.A2L8.01,1.18257543,BRCA
TCGA.A8.A08P.01,2.203178805,BRCA
TCGA.A2.A0EU.01,2.341694938,BRCA
TCGA.B6.A0WW.01,1.27899461,BRCA
TCGA.AO.A1KP.01,1.522407864,BRCA
TCGA.BH.A1EX.01,1.393063347,BRCA
TCGA.E9.A1RE.01,0.544819407,BRCA
TCGA.A8.A07O.01,1.402245266,BRCA
TCGA.D8.A1XS.01,1.035110149,BRCA
TCGA.C8.A12N.01,1.218325544,BRCA
TCGA.E9.A1N3.01,-0.181612465,BRCA
TCGA.A2.A0YM.01,1.728900589,BRCA
TCGA.E9.A1N6.01,1.55584838,BRCA
TCGA.A7.A4SB.01,1.923887077,BRCA
TCGA.E2.A14Z.01,1.909348463,BRCA
TCGA.E9.A3QA.01,2.292255842,BRCA
TCGA.PL.A8LX.01,1.293955977,BRCA
TCGA.BH.A1FJ.01,1.590863081,BRCA
TCGA.D8.A27E.01,0.313427076,BRCA
TCGA.D8.A140.01,1.184040869,BRCA
TCGA.E2.A14V.01,1.439273854,BRCA
TCGA.B6.A0RN.01,0.951578185,BRCA
TCGA.AC.A3TM.01,1.929469969,BRCA
TCGA.AO.A0J2.01,2.662674451,BRCA
TCGA.BH.A0B2.01,1.168822591,BRCA
TCGA.E2.A1B5.01,1.72033158,BRCA
TCGA.A8.A08G.01,0.942983658,BRCA
TCGA.BH.A28O.01,1.142004006,BRCA
TCGA.AR.A1AK.01,1.567907244,BRCA
TCGA.EW.A6SB.01,1.951956976,BRCA
TCGA.AR.A24L.01,0.646696271,BRCA
TCGA.LL.A5YP.01,1.179938893,BRCA
TCGA.E9.A3X8.01,2.000257377,BRCA
TCGA.A2.A0YK.01,1.160003351,BRCA
TCGA.BH.A0HA.01,1.254854981,BRCA
TCGA.A2.A0CR.01,1.838978169,BRCA
TCGA.BH.A0DX.01,1.554241628,BRCA
TCGA.A2.A0YT.01,1.211172806,BRCA
TCGA.A2.A0T6.01,0.821678158,BRCA
TCGA.A2.A04Q.01,1.870511893,BRCA
TCGA.BH.A0W5.01,1.511387276,BRCA
TCGA.BH.A0E9.01,1.214343323,BRCA
TCGA.D8.A1JU.01,0.919473105,BRCA
TCGA.A2.A0CV.01,1.637211635,BRCA
TCGA.A8.A095.01,1.400844726,BRCA
TCGA.E9.A249.01,1.236735781,BRCA
TCGA.AN.A0AS.01,2.061228716,BRCA
TCGA.GM.A2DK.01,1.818860674,BRCA
TCGA.B6.A0IA.01,2.290973543,BRCA
TCGA.A7.A0CE.01,2.202402589,BRCA
TCGA.E2.A1IG.01,1.361815922,BRCA
TCGA.D8.A1X6.01,2.025726914,BRCA
TCGA.C8.A12Q.01,1.559049741,BRCA
TCGA.AO.A0J9.01,1.852216565,BRCA
TCGA.E9.A1RF.01,0.869888978,BRCA
TCGA.A8.A0A9.01,1.241561336,BRCA
TCGA.A2.A1G1.01,1.656104665,BRCA
TCGA.BH.A209.01,1.37519519,BRCA
TCGA.E9.A5UO.01,1.196279578,BRCA
TCGA.B6.A0RL.01,1.834220258,BRCA
TCGA.A8.A08B.01,2.468033674,BRCA
TCGA.AR.A1AU.01,1.050513183,BRCA
TCGA.AO.A12D.01,1.924633107,BRCA
TCGA.D8.A1JM.01,2.013314126,BRCA
TCGA.GM.A2DB.01,2.583406058,BRCA
TCGA.OK.A5Q2.01,1.65324977,BRCA
TCGA.A2.A3XU.01,2.540286671,BRCA
TCGA.BH.A1EU.01,0.947264203,BRCA
TCGA.D8.A1XJ.01,1.76912597,BRCA
TCGA.C8.A3M8.01,1.246562676,BRCA
TCGA.E2.A107.01,1.343799439,BRCA
TCGA.E9.A295.01,0.832117969,BRCA
TCGA.D8.A1XV.01,0.361839027,BRCA
TCGA.A2.A0SW.01,1.343538913,BRCA
TCGA.B6.A0I8.01,1.203939183,BRCA
TCGA.C8.A26V.01,1.901214989,BRCA
TCGA.B6.A40B.01,1.091821958,BRCA
TCGA.EW.A1OY.01,0.965015285,BRCA
TCGA.A2.A4S0.01,-0.999500246,BRCA
TCGA.B6.A0RP.01,1.504146828,BRCA
TCGA.D8.A142.01,0.991769888,BRCA
TCGA.C8.A1HI.01,1.295038163,BRCA
TCGA.EW.A6S9.01,1.247212199,BRCA
TCGA.E2.A14W.01,1.640283396,BRCA
TCGA.BH.A0HX.01,1.600356665,BRCA
TCGA.S3.A6ZG.01,1.328412671,BRCA
TCGA.UL.AAZ6.01,0.93530248,BRCA
TCGA.LL.A6FR.01,2.087975816,BRCA
TCGA.BH.A1F0.01,0.976037936,BRCA
TCGA.A2.A0SV.01,1.625774028,BRCA
TCGA.LD.A74U.01,1.35808217,BRCA
TCGA.A2.A0SU.01,0.917095069,BRCA
TCGA.D8.A145.01,0.404719748,BRCA
TCGA.D8.A1JT.01,1.548491156,BRCA
TCGA.A2.A1G6.01,1.369427024,BRCA
TCGA.A1.A0SO.01,0.517816785,BRCA
TCGA.EW.A423.01,0.846553113,BRCA
TCGA.AO.A0J4.01,1.712316064,BRCA
TCGA.BH.A203.01,1.18481714,BRCA
TCGA.A2.A0YL.01,1.033303901,BRCA
TCGA.BH.A1FU.01,1.480074561,BRCA
TCGA.A8.A09D.01,1.468169747,BRCA
TCGA.BH.A0HY.01,1.6507076,BRCA
TCGA.E9.A1ND.01,2.949318571,BRCA
TCGA.A7.A13F.01,2.254915321,BRCA
TCGA.E2.A15A.01,1.671403026,BRCA
TCGA.B6.A1KC.01,-0.678459379,BRCA
TCGA.C8.A8HR.01,1.372040042,BRCA
TCGA.A8.A084.01,0.753710369,BRCA
TCGA.E2.A15J.01,1.922072919,BRCA
TCGA.D8.A3Z6.01,1.256485256,BRCA
TCGA.C8.A26W.01,1.078777236,BRCA
TCGA.AC.A3HN.01,0.957853355,BRCA
TCGA.A8.A06Z.01,0.278969263,BRCA
TCGA.E2.A153.01,1.291121353,BRCA
TCGA.AO.A0JD.01,1.269550967,BRCA
TCGA.BH.A0BT.01,1.460728103,BRCA
TCGA.AO.A12G.01,1.019779584,BRCA
TCGA.A2.A1FV.01,0.184154876,BRCA
TCGA.A1.A0SE.01,0.795083617,BRCA
TCGA.LL.A73Z.01,1.773893905,BRCA
TCGA.AC.A6IW.01,1.554166473,BRCA
TCGA.OL.A5D6.01,2.309694242,BRCA
TCGA.AR.A5QQ.01,3.476000653,BRCA
TCGA.AR.A0U3.01,0.838208273,BRCA
TCGA.XX.A89A.01,1.477092005,BRCA
TCGA.BH.A0B0.01,1.326896415,BRCA
TCGA.E9.A227.01,1.510787226,BRCA
TCGA.BH.A42T.01,1.483219925,BRCA
TCGA.D8.A1J9.01,1.588734356,BRCA
TCGA.AR.A1AH.01,1.371683102,BRCA
TCGA.Z7.A8R5.01,2.133786801,BRCA
TCGA.EW.A1PD.01,0.886254151,BRCA
TCGA.B6.A0RQ.01,1.723093829,BRCA
TCGA.C8.A12Z.01,2.110759243,BRCA
TCGA.D8.A1JS.01,2.16649205,BRCA
TCGA.A7.A4SA.01,1.126644523,BRCA
TCGA.B6.A0X5.01,1.143892464,BRCA
TCGA.A2.A4S2.01,1.048504386,BRCA
TCGA.D8.A27P.01,1.490718874,BRCA
TCGA.E9.A1N8.01,1.008955511,BRCA
TCGA.E2.A1B6.01,1.763702684,BRCA
TCGA.C8.A131.01,2.248916021,BRCA
TCGA.Z7.A8R6.01,1.023691979,BRCA
TCGA.D8.A1XQ.01,1.925312851,BRCA
TCGA.D8.A141.01,1.441120133,BRCA
TCGA.AC.A2QJ.01,2.441955238,BRCA
TCGA.B6.A0I6.01,0.819796421,BRCA
TCGA.AN.A0XU.01,1.808941964,BRCA
TCGA.EW.A2FS.01,1.498045602,BRCA
TCGA.AN.A04C.01,1.97745959,BRCA
TCGA.C8.A12Y.01,2.153226528,BRCA
TCGA.EW.A1OZ.01,1.738932296,BRCA
TCGA.BH.A0B7.01,1.440483194,BRCA
TCGA.A1.A0SF.01,1.453290562,BRCA
TCGA.AR.A0TW.01,0.96158295,BRCA
TCGA.GM.A2DC.01,0.722200962,BRCA
